Job Title,Company Name,Experience,Salary,Location,URL,Page Number
N/A,N/A,N/A,N/A,"Vrindavan Yojna, Lucknow",N/A,44
Grocery Delivery Boy,Blinkit Private Limited,000 month,"₹45,000 - ₹73,000 monthly",Hyderabad,N/A,45
N/A,N/A,N/A,N/A,"Bidhannagar, Durgapur",N/A,45
N/A,N/A,N/A,N/A,"Rajaji Puram, Lucknow",N/A,45
Video Editor,DM & I Technologies Private Limited,N/A,N/A,Video Editor DM & I Technologies Private Limited,N/A,45
N/A,N/A,000 month,"₹50,000 - ₹65,000 monthly",N/A,N/A,45
Hiring For General Vehicle Mechanic,2Coms Consulting Pvt Ltd.,N/A,N/A,N/A,N/A,45
N/A,N/A,000 month,"₹40,000 - ₹65,000 monthly",N/A,N/A,45
N/A,N/A,N/A,N/A,"Miller Ganj, Ludhiana",N/A,45
N/A,N/A,N/A,N/A,"Maharana Pratap Nagar, Bhopal",N/A,45
AutoCAD Draughtsman,XDES,000 month,"₹20,000 - ₹65,000 monthly",Ahmedabad,N/A,46
AutoCAD Draughtsman,XDES,N/A,N/A,AutoCAD Draughtsman XDES,N/A,46
N/A,N/A,000 month,"₹20,000 - ₹65,000 monthly",N/A,N/A,46
Import Export Executive - Customs Clearance,Tripath Logistics Pvt Ltd,N/A,N/A,Tripath Logistics Pvt Ltd,N/A,46
N/A,N/A,000 month,"₹25,000 - ₹65,000 monthly",N/A,N/A,46
Content Writer,Stonarts D - India's Largest Tiles Store,N/A,N/A,Stonarts D - India's Largest Tiles Store,N/A,46
N/A,N/A,000 month,"₹15,000 - ₹65,000 monthly",N/A,N/A,46
N/A,N/A,N/A,N/A,"Vikas nagar, Sonipat",N/A,46
Human Resource Manager,Writer Business Services Private Limited,N/A,N/A,Writer Business Services Private Limited,N/A,46
Sales & Marketing Executive,Proca Engineering Solutions LLP,000 month,"₹35,000 - ₹75,000 monthly",Bangalore,N/A,47
Sales & Marketing Executive,Proca Engineering Solutions LLP,N/A,N/A,Proca Engineering Solutions LLP,N/A,47
N/A,N/A,N/A,N/A,"Naulakha Garden Colony, Ludhiana",N/A,47
Sous Chef,Al Arabian Express,N/A,N/A,Sous Chef Al Arabian Express,N/A,47
N/A,N/A,000 month,"₹45,000 - ₹65,000 monthly",N/A,N/A,47
Online Business Development Manager,Wishup,N/A,N/A,Online Business Development Manager Wishup,N/A,47
N/A,N/A,000 month,"₹60,000 - ₹65,000 monthly",N/A,N/A,47
Cloud Engineer,Quantum Soft IT Services,N/A,N/A,Cloud Engineer Quantum Soft IT Services,N/A,47
Grocery Delivery Boy,Blinkit Private Limited,000 month,"₹45,000 - ₹73,000 monthly",Kolkata,N/A,48
Delivery Boy Biker,Big Basket,N/A,N/A,Delivery Boy Biker Big Basket,N/A,48
N/A,N/A,000 month,"₹55,000 - ₹85,000 monthly",N/A,N/A,48
Stock Market Specialist,Envision Infotech,N/A,N/A,Stock Market Specialist Envision Infotech,N/A,48
Sales Executive - Banca,Supro Info Solutions Private Limited,N/A,N/A,Supro Info Solutions Private Limited,N/A,48
Medical Coder,Bizopp Management Consultatnts,N/A,N/A,Medical Coder Bizopp Management Consultatnts,N/A,48
N/A,N/A,N/A,N/A,"Bara Nilpur, Barddhaman",N/A,48
Secretary / Executive Assistant,Yogesh Khaneja HUF,N/A,N/A,Secretary / Executive Assistant Yogesh Khaneja HUF,N/A,48
N/A,N/A,000 month,"₹35,000 - ₹85,000 monthly",N/A,N/A,48
Business Development Manager (BDM),2Coms Consulting Pvt Ltd.,000 month,"₹50,000 - ₹65,000 monthly",Bangalore,N/A,49
Business Development Manager (BDM),2Coms Consulting Pvt Ltd.,N/A,N/A,N/A,N/A,49
N/A,N/A,N/A,N/A,"Gandhi Nagar, Gwalior",N/A,49
Area Sales Manager,upGrad Rekrut,N/A,N/A,Area Sales Manager upGrad Rekrut,N/A,49
Assistant Account Manager,Psn Automotive Marketing,N/A,N/A,Assistant Account Manager Psn Automotive Marketing,N/A,49
Sales Team Leader,JJ's Wheels N Walls LLP,N/A,N/A,Sales Team Leader JJ's Wheels N Walls LLP,N/A,49
N/A,N/A,000 month,"₹15,000 - ₹75,000 monthly",N/A,N/A,49
N/A,N/A,N/A,N/A,"Aman Nagar, Jalandhar",N/A,49
Human Resource Manager,My Mudra Fincorp Limited,N/A,N/A,Human Resource Manager My Mudra Fincorp Limited,N/A,49
Marketing Executive,BK Structure Contracts,N/A,N/A,Marketing Executive BK Structure Contracts,N/A,49
Credit Manager,Psn Automotive Marketing,000 month,"₹35,000 - ₹65,000 monthly",Bangalore,N/A,50
Credit Manager,Psn Automotive Marketing,N/A,N/A,Credit Manager Psn Automotive Marketing,N/A,50
N/A,N/A,000 month,"₹35,000 - ₹65,000 monthly",N/A,N/A,50
Real Estate Manager,Shathabdhi Townships Private Limited,N/A,N/A,Shathabdhi Townships Private Limited,N/A,50
N/A,N/A,000 month,"₹40,000 - ₹115,000 monthly",N/A,N/A,50
Video Editor,Kautilya Research and Consulting,N/A,N/A,Video Editor Kautilya Research and Consulting,N/A,50
Delivery Boy Biker,Swastika Enterprises,N/A,N/A,Delivery Boy Biker Swastika Enterprises,N/A,50
General Manager Sales & Marketing,Vinayak Promoters,N/A,N/A,Vinayak Promoters,N/A,50
N/A,N/A,000 month,"₹35,000 - ₹95,000 monthly",N/A,N/A,50
N/A,N/A,N/A,N/A,"Malviya Nagar, Alwar",N/A,50
Accounts Manager,Fintech Cloud Private Limited,N/A,N/A,Accounts Manager Fintech Cloud Private Limited,N/A,50
Grocery Delivery Boy,Blinkit Private Limited,000 month,"₹45,000 - ₹73,000 monthly",Ahmedabad,N/A,51
Graphic and Web Designer,CPN Solution,N/A,N/A,Graphic and Web Designer CPN Solution,N/A,51
N/A,N/A,000 month,"₹30,000 - ₹65,000 monthly",N/A,N/A,51
General Manager,Leantech Engineering,N/A,N/A,General Manager Leantech Engineering,N/A,51
N/A,N/A,000 month,"₹55,000 - ₹65,000 monthly",N/A,N/A,51
Warehouse Manager,Nuvvagen Bioscience Private Limited,N/A,N/A,Nuvvagen Bioscience Private Limited,N/A,51
Quality Control Engineer,Sathlokhar Synergys E&C Global Limited,N/A,N/A,Sathlokhar Synergys E&C Global Limited,N/A,51
N/A,N/A,N/A,N/A,"Kot Atma Singh, Amritsar",N/A,51
Retail Store Manager,Roop Vatika Design Private Limited,N/A,N/A,Roop Vatika Design Private Limited,N/A,51
N/A,N/A,N/A,N/A,"Patrakar Nagar, Patna",N/A,51
N/A,N/A,N/A,N/A,"Vishnupuri Colony, Indore",N/A,51
Civil Engineer,Kapoor and Associates Consultants,N/A,N/A,Civil Engineer Kapoor and Associates Consultants,N/A,51
Business Development Executive (BDE),Chlothzy,N/A,N/A,Business Development Executive (BDE) Chlothzy,N/A,51
N/A,N/A,700 month,"₹41,500 - ₹64,700 monthly",N/A,N/A,51
Web Developer,Chlothzy,700 month,"₹29,500 - ₹64,700 monthly",Delhi,N/A,52
Web Developer,Chlothzy,N/A,N/A,Web Developer Chlothzy,N/A,52
N/A,N/A,700 month,"₹29,500 - ₹64,700 monthly",N/A,N/A,52
N/A,N/A,000 month,"₹23,000 - ₹82,000 monthly",N/A,N/A,52
Data Analyst,Intersoftkk (India) Private Limited,N/A,N/A,Data Analyst Intersoftkk (India) Private Limited,N/A,52
N/A,N/A,000 month,"₹48,000 - ₹63,000 monthly",N/A,N/A,52
N/A,N/A,500 month,"₹45,000 - ₹70,500 monthly",N/A,N/A,52
N/A,N/A,000 month,"₹19,000 - ₹82,000 monthly",N/A,N/A,52
Area Head,GP Aarogya Healthcare Technology,N/A,N/A,Area Head GP Aarogya Healthcare Technology,N/A,52
N/A,N/A,000 month,"₹45,000 - ₹102,000 monthly",N/A,N/A,52
N/A,N/A,000 month,"₹20,000 - ₹87,000 monthly",N/A,N/A,52
Intraday Options Trader,Neil Management Consulting,N/A,N/A,Intraday Options Trader Neil Management Consulting,N/A,52
N/A,N/A,000 month,"₹20,000 - ₹120,000 monthly",N/A,N/A,52
Delivery Boy,Blinkit Private Limited,000 month,"₹50,000 - ₹75,000 monthly",Bangalore,N/A,53
N/A,N/A,000 month,"₹45,000 - ₹60,000 monthly",N/A,N/A,53
N/A,N/A,000 month,"₹50,000 - ₹60,000 monthly",N/A,N/A,53
Delivery Boy,Blinkit Private Limited,000 month,"₹50,000 - ₹70,000 monthly",Delhi,N/A,54
Senior Interior Designer,Val-Ed India Private Limited,N/A,N/A,Val-Ed India Private Limited,N/A,54
Client Relationship Executive,Hdfc Life Insurance Company Limited,N/A,N/A,Hdfc Life Insurance Company Limited,N/A,54
Social Media Manager,GCI VFX Private Limited,N/A,N/A,Social Media Manager GCI VFX Private Limited,N/A,54
Chartered Accountant,V N Purohit & Co.,N/A,N/A,Chartered Accountant V N Purohit & Co.,N/A,54
N/A,N/A,000 month,"₹40,000 - ₹60,000 monthly",N/A,N/A,54
Talent Acquisition Specialist,Bajaj Allianz Life Insurance Company Limited,N/A,N/A,Bajaj Allianz Life Insurance Company Limited,N/A,54
N/A,N/A,000 month,"₹19,000 - ₹60,000 monthly",N/A,N/A,54
Showroom Sales Manager,Sipani Developers Private Limited,N/A,N/A,Sipani Developers Private Limited,N/A,54
Business Manager,D S Consultancy & Holding Pvt Ltd,N/A,N/A,Business Manager D S Consultancy & Holding Pvt Ltd,N/A,54
Spray Painter,2Coms Consulting Pvt Ltd.,N/A,N/A,N/A,N/A,54
Branch Sales Manager,Rb Skill Source,000 month,"₹45,000 - ₹70,000 monthly",Noida,N/A,55
Branch Sales Manager,Rb Skill Source,N/A,N/A,Branch Sales Manager Rb Skill Source,N/A,55
Real Estate Sales Manager,Kutumb Services,N/A,N/A,Real Estate Sales Manager Kutumb Services,N/A,55
Automation Engineer,Naksh Technology Solution,N/A,N/A,Automation Engineer Naksh Technology Solution,N/A,55
N/A,N/A,000 month,"₹20,000 - ₹60,000 monthly",N/A,N/A,55
Zonal Head,VIP Realty,N/A,N/A,Zonal Head VIP Realty,N/A,55
Senior Architect,Euphoric Developers LLP,N/A,N/A,Senior Architect Euphoric Developers LLP,N/A,55
Full-stack Developer,Whole Essentials Co.,N/A,N/A,Full-stack Developer Whole Essentials Co.,N/A,55
N/A,N/A,000 month,"₹35,000 - ₹60,000 monthly",N/A,N/A,55
Physics Teacher,Deevige Classes,N/A,N/A,Physics Teacher Deevige Classes,N/A,55
N/A,N/A,000 month,"₹25,000 - ₹60,000 monthly",N/A,N/A,55
Billing Engineer,Shree Ganesh Corporation,N/A,N/A,Billing Engineer Shree Ganesh Corporation,N/A,55
N/A,N/A,000 month,"₹30,000 - ₹60,000 monthly",N/A,N/A,55
Sales & Marketing Executive,Tara Mechcons Pvt.Ltd.,N/A,N/A,Sales & Marketing Executive Tara Mechcons Pvt.Ltd.,N/A,55
Sales & Marketing Manager,Kamah Sakleshpur Private Limited,N/A,N/A,Kamah Sakleshpur Private Limited,N/A,55
Digital Marketing Head,The Dezign Code,N/A,N/A,Digital Marketing Head The Dezign Code,N/A,55
Beautician,Urban Company,000 month,"₹30,000 - ₹60,000 monthly",Hyderabad,N/A,56
Beautician,Urban Company,N/A,N/A,Beautician Urban Company,N/A,56
Branch Sales Executive,TATA Life Insurance Company Limited,N/A,N/A,TATA Life Insurance Company Limited,N/A,56
Structural Design Engineer,R3 Consultant,N/A,N/A,N/A,N/A,56
Injection Molding Production Manager,Propelus Manufacturing,N/A,N/A,Propelus Manufacturing,N/A,56
PLC Programmer,Sarthak Mechatronics,N/A,N/A,PLC Programmer Sarthak Mechatronics,N/A,56
Area Sales Manager,Muthoot Pappachan Chits (India) Private Limited,N/A,N/A,Muthoot Pappachan Chits (India) Private Limited,N/A,56
HR Recruiter,Gs Management Group,N/A,N/A,HR Recruiter Gs Management Group,N/A,56
Sales & Marketing Manager,Filtotech Air Control System Private Limited,N/A,N/A,Filtotech Air Control System Private Limited,N/A,56
N/A,N/A,N/A,N/A,"Raina - Ii, Purba Bardhaman",N/A,56
Delivery Boy,Blinkit Private Limited,000 month,"₹50,000 - ₹70,000 monthly",Bangalore,N/A,57
Civil Site Engineer,Somayaji Estates Private Limited,N/A,N/A,Somayaji Estates Private Limited,N/A,57
Senior Accountant,City Ethernal,N/A,N/A,Senior Accountant City Ethernal,N/A,57
Sales Manager,Tesdo Interiors Designs Studio,N/A,N/A,Sales Manager Tesdo Interiors Designs Studio,N/A,57
Advocate,Pva Industries Private Limited,N/A,N/A,Advocate Pva Industries Private Limited,N/A,57
QA/QC Engineer,Clips India,N/A,N/A,QA/QC Engineer Clips India,N/A,57
N/A,N/A,N/A,N/A,"Talwade, Pimpri-Chinchwad",N/A,57
Loan Executive,Uddan Promotions Private Limited,000 month,"₹20,000 - ₹70,000 monthly",Kolkata,N/A,58
Loan Executive,Uddan Promotions Private Limited,N/A,N/A,Loan Executive Uddan Promotions Private Limited,N/A,58
N/A,N/A,000 month,"₹20,000 - ₹70,000 monthly",N/A,N/A,58
Business Development Manager (BDM),Parul Enterprise,N/A,N/A,Parul Enterprise,N/A,58
Delivery Boy,Shreeji Enterprise Services,N/A,N/A,Delivery Boy Shreeji Enterprise Services,N/A,58
Area Sales Manager,ESAF Small finance Bank,N/A,N/A,Area Sales Manager ESAF Small finance Bank,N/A,58
Regional Sales Manager (B2B),Five Fingers Exports India Private Limited,N/A,N/A,Five Fingers Exports India Private Limited,N/A,58
Business Development Manager (BDM),Mahesh Govindaraju,N/A,N/A,Mahesh Govindaraju,N/A,58
N/A,N/A,000 month,"₹18,000 - ₹60,000 monthly",N/A,N/A,58
Preschool Franchise Head,MAJ Foundation,N/A,N/A,Preschool Franchise Head MAJ Foundation,N/A,58
Civil Engineer,Melbac Resources Private Limited,N/A,N/A,Civil Engineer Melbac Resources Private Limited,N/A,58
Lift Technician,Integrated Personnel Services (IPS),N/A,N/A,Integrated Personnel Services (IPS),N/A,58
Spray Painter,2Coms Consulting Pvt Ltd.,000 month,"₹40,000 - ₹60,000 monthly",Delhi,N/A,59
Account Head,AVS Realty,N/A,N/A,Account Head AVS Realty,N/A,59
N/A,N/A,N/A,N/A,Pune,N/A,59
Architect,Crd Realtors Private Limited,N/A,N/A,Architect Crd Realtors Private Limited,N/A,59
Senior Interior Designer,Timeless Space,N/A,N/A,Senior Interior Designer Timeless Space,N/A,59
Cold Forging Operator,Suvarna Fibrotech Pvt Ltd,N/A,N/A,Cold Forging Operator Suvarna Fibrotech Pvt Ltd,N/A,59
N/A,N/A,000 month,"₹45,000 - ₹62,000 monthly",N/A,N/A,59
Beauty Spa Manager,Thriphala Ayurveda And Spa Consultancy,N/A,N/A,Thriphala Ayurveda And Spa Consultancy,N/A,59
Drupal Developer,Akili Systems Pvt. Ltd.,N/A,N/A,Drupal Developer Akili Systems Pvt. Ltd.,N/A,59
Team Manager,Bajaj Allianz Life Insurance Company Limited,N/A,N/A,Bajaj Allianz Life Insurance Company Limited,N/A,59
N/A,N/A,000 month,"₹19,000 - ₹100,000 monthly",N/A,N/A,59
Senior Branch Manager,Muthoot Pappachan Chits (India) Private Limited,N/A,N/A,Muthoot Pappachan Chits (India) Private Limited,N/A,59
N/A,N/A,000 month,"₹35,000 - ₹110,000 monthly",N/A,N/A,59
Delivery Partner,Big Basket,000 month,"₹50,000 - ₹83,000 monthly",Bangalore,N/A,60
Delivery Partner,Big Basket,N/A,N/A,Delivery Partner Big Basket,N/A,60
N/A,N/A,000 month,"₹50,000 - ₹83,000 monthly",N/A,N/A,60
Quality Assurance Executive,Swastik Lifesciences,N/A,N/A,Quality Assurance Executive Swastik Lifesciences,N/A,60
Field Sales Executive,Acoustec Innovations Private Limited,N/A,N/A,Acoustec Innovations Private Limited,N/A,60
N/A,N/A,1 year,N/A,Field Job,N/A,60
Electrical Project Coordinator,Sri Indu Constructions,N/A,N/A,Sri Indu Constructions,N/A,60
Factory Manager,Venkon Agro Foods Private Limited,N/A,N/A,Factory Manager Venkon Agro Foods Private Limited,N/A,60
Delivery Boy,Big Basket,N/A,N/A,Delivery Boy Big Basket,N/A,60
Agency Partner,Aditya Birla Capital Limited,N/A,N/A,Agency Partner Aditya Birla Capital Limited,N/A,60
Gynecologist,Punjab Health Care Hospital,000 month,"₹50,000 - ₹60,000 monthly",Mumbai,N/A,61
Gynecologist,Punjab Health Care Hospital,N/A,N/A,Gynecologist Punjab Health Care Hospital,N/A,61
N/A,N/A,N/A,N/A,"Chhutmalpur, Saharanpur Region",N/A,61
Purchase Executive,Gs Management Group,N/A,N/A,Purchase Executive Gs Management Group,N/A,61
Travel Agent / Consultant,Jobmygoal,N/A,N/A,Travel Agent / Consultant Jobmygoal,N/A,61
Restaurant Manager,Buddha Entertainment,N/A,N/A,Restaurant Manager Buddha Entertainment,N/A,61
N/A,N/A,N/A,N/A,"Vishal Nagar, Raipur",N/A,61
Hotel Manager,It Infotech,N/A,N/A,Hotel Manager It Infotech,N/A,61
Inside Sales Executive,Exceledge Placements,N/A,N/A,Inside Sales Executive Exceledge Placements,N/A,61
Senior Software QA Engineer,Artifixel Consultancy LLP,N/A,N/A,Artifixel Consultancy LLP,N/A,61
HR Manager,Flok Livestock Technologies Private Limited,N/A,N/A,Flok Livestock Technologies Private Limited,N/A,61
"TELECALLER , TEAM LEADER, MANAGER, AREA MANAGER",Urban Money Private Limited,N/A,N/A,Urban Money Private Limited,N/A,61
N/A,N/A,000 month,"₹12,000 - ₹90,000 monthly",N/A,N/A,61
International BPO Executive,Varda Hr Llp,N/A,N/A,International BPO Executive Varda Hr Llp,N/A,61
Finance Manager,Kamat and Associates,N/A,N/A,Finance Manager Kamat and Associates,N/A,61
Interior Designer,Homestory Design and Interior Solutions Private Limited,N/A,N/A,N/A,N/A,61
Real Estate Sales Executive,Edifice Reality,N/A,N/A,Real Estate Sales Executive Edifice Reality,N/A,61
Liasoning And Feasibility Architect,Pravaa Llp,000 month,"₹30,000 - ₹62,000 monthly",Mumbai,N/A,62
Liasoning And Feasibility Architect,Pravaa Llp,N/A,N/A,Liasoning And Feasibility Architect Pravaa Llp,N/A,62
N/A,N/A,000 month,"₹30,000 - ₹62,000 monthly",N/A,N/A,62
Interior Senior Manager,Ltech Structure Project,N/A,N/A,Interior Senior Manager Ltech Structure Project,N/A,62
N/A,N/A,N/A,N/A,"Pratap Nagar, Jaipur",N/A,62
N/A,N/A,000 month,"₹55,000 - ₹60,000 monthly",N/A,N/A,62
Content Writer,Kautilya Research and Consulting,N/A,N/A,Content Writer Kautilya Research and Consulting,N/A,62
Immigration Consultant,Marg Group,N/A,N/A,Immigration Consultant Marg Group,N/A,62
N/A,N/A,000 month,"₹10,000 - ₹70,000 monthly",N/A,N/A,62
Lab Assistant,N Soft India Services,N/A,N/A,Lab Assistant N Soft India Services,N/A,62
Digital Marketing,BHIMA JEWELLERY MADURAI,N/A,N/A,Digital Marketing BHIMA JEWELLERY MADURAI,N/A,62
Production Head,Vijaya Management Services,N/A,N/A,Production Head Vijaya Management Services,N/A,62
Senior Interior Sales Executive,The Dezign Code,N/A,N/A,Senior Interior Sales Executive The Dezign Code,N/A,62
N/A,N/A,000 month,"₹45,000 - ₹90,000 monthly",N/A,N/A,62
Senior Electrical Engineer,L-Man Services,N/A,N/A,Senior Electrical Engineer L-Man Services,N/A,62
N/A,N/A,N/A,N/A,"Tathawade, Pimpri-Chinchwad",N/A,62
Performance Marketing Specialist,Behtar Technology Private Limited,000 month,"₹30,000 - ₹60,000 monthly",Bangalore,N/A,63
Performance Marketing Specialist,Behtar Technology Private Limited,N/A,N/A,Behtar Technology Private Limited,N/A,63
Relationship Manager,Staffiaa Services,N/A,N/A,Relationship Manager Staffiaa Services,N/A,63
Sales Associate,Moltress Hospitality Private Limited,N/A,N/A,Moltress Hospitality Private Limited,N/A,63
Customer Care Executive,Varda Hr Llp,N/A,N/A,Customer Care Executive Varda Hr Llp,N/A,63
Business Development Manager (BDM),Kathleho Elevators India Private Limited,N/A,N/A,Kathleho Elevators India Private Limited,N/A,63
Full-stack Developer,Techtiq Solutro,N/A,N/A,Full-stack Developer Techtiq Solutro,N/A,63
N/A,N/A,N/A,N/A,"Upper Bazaar, Ranchi",N/A,63
Real Estate Senior Sales Manager,Kutumb Services,N/A,N/A,Real Estate Senior Sales Manager Kutumb Services,N/A,63
Marketing Manager,Mifm Operations Private Limited,N/A,N/A,Marketing Manager Mifm Operations Private Limited,N/A,63
Sous Chef,Resto Hospitality,N/A,N/A,Sous Chef Resto Hospitality,N/A,63
Welder / Fitter / Foreman / Fabricator,Ansi Services,N/A,N/A,Ansi Services,N/A,63
Head Chef,Ai Ai Restaurants LLP,N/A,N/A,Head Chef Ai Ai Restaurants LLP,N/A,63
Project Manager,Anand Construction Infrastructure Private Limited,N/A,N/A,Anand Construction Infrastructure Private Limited,N/A,63
Regional Sales Manager - Dealer Sales,Abhimanya Interio,000 month,"₹20,000 - ₹75,000 monthly",Hyderabad,N/A,64
Regional Sales Manager - Dealer Sales,Abhimanya Interio,N/A,N/A,Abhimanya Interio,N/A,64
Sales & Marketing Executive,Mayuri International,N/A,N/A,Sales & Marketing Executive Mayuri International,N/A,64
Branch Manager,Icici Lombard,N/A,N/A,Branch Manager Icici Lombard,N/A,64
N/A,N/A,000 month,"₹45,000 - ₹68,000 monthly",N/A,N/A,64
Team Leader,Kotak Mahindra Bank,N/A,N/A,Team Leader Kotak Mahindra Bank,N/A,64
Sales & Marketing Manager,Square Yards,N/A,N/A,Sales & Marketing Manager Square Yards,N/A,64
Food Court Manager,Eighty Three Haven Essentials LLP,N/A,N/A,Eighty Three Haven Essentials LLP,N/A,64
Java Backend Developer,Great Indian Career Academy,N/A,N/A,Java Backend Developer Great Indian Career Academy,N/A,64
Accountant,Hira Hospitality,N/A,N/A,Accountant Hira Hospitality,N/A,64
Sales Team Leader,Aspirant H R Solutions,N/A,N/A,Sales Team Leader Aspirant H R Solutions,N/A,64
Solar Power Plant Drawing Designer,Geetron Solar Park Private Limited,N/A,N/A,Geetron Solar Park Private Limited,N/A,64
N/A,N/A,000 month,"₹20,000 - ₹85,000 monthly",N/A,N/A,64
Insurance Agent/Advisor,Fincos Technology Solutions Private Limited,N/A,N/A,Fincos Technology Solutions Private Limited,N/A,64
N/A,N/A,000 month,"₹15,000 - ₹60,000 monthly",N/A,N/A,64
Sales Manager,Bellway Realtech,N/A,N/A,Sales Manager Bellway Realtech,N/A,64
Spray Painter,2Coms Consulting Pvt Ltd.,000 month,"₹40,000 - ₹60,000 monthly",Mumbai,N/A,65
Senior Finance Executive,ABI Health Technologies,N/A,N/A,Senior Finance Executive ABI Health Technologies,N/A,65
Travel Consultant,NPS Hospitality,N/A,N/A,Travel Consultant NPS Hospitality,N/A,65
Sales & Marketing Executive,Gurcharanam Academy Private Limited,N/A,N/A,Gurcharanam Academy Private Limited,N/A,65
N/A,N/A,000 month,"₹20,000 - ₹62,000 monthly",N/A,N/A,65
Digital Marketer,Ticonics International,N/A,N/A,Digital Marketer Ticonics International,N/A,65
Finance Executive,Fibral Global Solutions Private Limited,N/A,N/A,Fibral Global Solutions Private Limited,N/A,65
N/A,N/A,000 month,"₹50,000 - ₹62,000 monthly",N/A,N/A,65
Billing Manager,EL Arte India LLP,N/A,N/A,Billing Manager EL Arte India LLP,N/A,65
Accounts Manager,Sri Venkanna Motors Pvt Ltd,N/A,N/A,Accounts Manager Sri Venkanna Motors Pvt Ltd,N/A,65
Operations Manager,E Factor Adventure Tourism Private Limited,N/A,N/A,E Factor Adventure Tourism Private Limited,N/A,65
Quality Analyst Manager,Ison Xperiences,N/A,N/A,Quality Analyst Manager Ison Xperiences,N/A,65
N/A,N/A,N/A,N/A,"Saiyed Vasna, Vadodara",N/A,65
Assistant Sales Manager,upGrad Rekrut,N/A,N/A,Assistant Sales Manager upGrad Rekrut,N/A,65
Technical Sales Engineer,Tara Mechcons Pvt.Ltd.,000 month,"₹20,000 - ₹75,000 monthly",Noida,N/A,66
Technical Sales Engineer,Tara Mechcons Pvt.Ltd.,N/A,N/A,Technical Sales Engineer Tara Mechcons Pvt.Ltd.,N/A,66
Recruitment Manager,DM & I Technologies Private Limited,N/A,N/A,DM & I Technologies Private Limited,N/A,66
Closing Manager - Residentail / Commercial,Aura Realtors,N/A,N/A,Aura Realtors,N/A,66
Accountant,Shyam Traders,N/A,N/A,Accountant Shyam Traders,N/A,66
Personal Secretary,H S Cooperative,000 month,"₹40,000 - ₹65,000 monthly",Noida,N/A,67
Personal Secretary,H S Cooperative,N/A,N/A,Personal Secretary H S Cooperative,N/A,67
Visa Counsellor,Skyline Education Services,N/A,N/A,Visa Counsellor Skyline Education Services,N/A,67
N/A,N/A,000 month,"₹12,000 - ₹120,000 monthly",N/A,N/A,67
Ground Staff,Sharp Sales Corporation,N/A,N/A,Ground Staff Sharp Sales Corporation,N/A,67
N/A,N/A,000 month,"₹28,000 - ₹75,000 monthly",N/A,N/A,67
Store Manager,3G HR Services,N/A,N/A,N/A,N/A,67
Customer Service Executive,Lakshya,N/A,N/A,Customer Service Executive Lakshya,N/A,67
Sales & Marketing Executive,Amk Bearings India Pvt Ltd,N/A,N/A,Amk Bearings India Pvt Ltd,N/A,67
Field Sales Manager,Codeland Infosolutions,N/A,N/A,Field Sales Manager Codeland Infosolutions,N/A,67
Business Development Manager (BDM),The Linen People,N/A,N/A,The Linen People,N/A,67
Relationship Manager,Phoenix Printing Works,N/A,N/A,Relationship Manager Phoenix Printing Works,N/A,67
Interior Designer,Evolves,N/A,N/A,Interior Designer Evolves,N/A,67
N/A,N/A,000 month,"₹35,000 - ₹62,000 monthly",N/A,N/A,67
Dispatch Manager,Jeenasikho Lifecare,N/A,N/A,Dispatch Manager Jeenasikho Lifecare,N/A,67
Bike Rider,Rapido,000 month,"₹50,000 - ₹70,000 monthly",Delhi,N/A,68
Food Delivery Boy,Pidge,N/A,N/A,Food Delivery Boy Pidge,N/A,68
Senior Accountant,Sachdev Sports Co.,N/A,N/A,Senior Accountant Sachdev Sports Co.,N/A,68
N/A,N/A,000 month,"₹40,000 - ₹64,000 monthly",N/A,N/A,68
Retail Sales Executive/ Sr. Executive,Walplast Products Pvt Ltd,N/A,N/A,Walplast Products Pvt Ltd,N/A,68
Production / Manufacturing Head,Garment Mantra Lifestyle Limited,N/A,N/A,Garment Mantra Lifestyle Limited,N/A,68
PLC Programmer,Career Planto,N/A,N/A,PLC Programmer Career Planto,N/A,68
Purchase Executive,Denmonk,N/A,N/A,Purchase Executive Denmonk,N/A,68
Business Associate,TATA Life Insurance Company Limited,N/A,N/A,TATA Life Insurance Company Limited,N/A,68
N/A,N/A,000 month,"₹24,000 - ₹90,000 monthly",N/A,N/A,68
N/A,N/A,000 month,"₹55,000 - ₹75,000 monthly",N/A,N/A,68
Marketing Manager,Krishna Tax Consultancy Private Limited,N/A,N/A,Krishna Tax Consultancy Private Limited,N/A,68
Recruitment Manager,Hdfc Life Insurance Company Limited,N/A,N/A,Hdfc Life Insurance Company Limited,N/A,68
Zonal Sales Manager,Different Angle,000 month,"₹35,000 - ₹90,000 monthly",Chennai,N/A,69
Zonal Sales Manager,Different Angle,N/A,N/A,Zonal Sales Manager Different Angle,N/A,69
Field Sales Executive,We Promote,N/A,N/A,Field Sales Executive We Promote,N/A,69
Digital Marketing Executive,Sri Lakshmi Homes Private Limited,N/A,N/A,Sri Lakshmi Homes Private Limited,N/A,69
N/A,N/A,000 month,"₹15,000 - ₹100,000 monthly",N/A,N/A,69
Home Tutor,Deshmukh Home Tutorial,N/A,N/A,Home Tutor Deshmukh Home Tutorial,N/A,69
N/A,N/A,N/A,N/A,All areas in Nagpur Region,N/A,69
N/A,N/A,000 month,"₹12,000 - ₹60,000 monthly",N/A,N/A,69
Interior Designer Sales,Livable Home Designrs Services Opc,N/A,N/A,Livable Home Designrs Services Opc,N/A,69
